1,Carimbo de data/hora,EMPRESA,MOTIVOS,,,,,,
2198,25/03/2024 19:37:48,Iteris,"Quando o barco tá indo de titanic, é sempre os ratos que pulam fora primeiro... No ano que uma galera ficou sem ver a cor da PLR, a firrrrma foi vendida. Agora tão rolando uns boatos entre uns e outros, de que vai ser do mesmo jeito esse ano. Quem será que se deu bem com essa venda?",,,,,,
2199,25/03/2024 19:43:10,iteris,"Assédio moral, coação, zoação e ameaças tão rolando todo santo dia, desde os chefões até os novatos na equipe, que são enrolados até cansarem e pularem fora. E se você ousar reclamar, é tachado de fresco, chato ou mimizento.",,,,,,
2200,25/03/2024 15:25:30,Iteris Consultoria de Software,"Adoecem mentalmente as pessoas, não dão oportunidade para quem está lá dentro mas abrem vagas novas, desviam você de função ouvindo pessoas que nunca te acompanharam profissionalmente e não oferecem apoio nenhum para que você consiga exercer a função na qual foi contratado, Pra conseguir um aumento salarial mínimo, é uma burocracia sem fim - então imagine como seria conseguir uma promoção? Impossível. Plano de carreira inexistente, muitos cargos altos na mão de pessoas que agem como chefes da pior espécie ao invés de agir como líderes que inspiram e motivam. Todos querem te ouvir mas apenas para saber o que acontece e passar a diante, nenhuma ação efetiva é tomada e você ainda é visto com maus olhos.Grupo de diversidade e inclusão é só pra entrar no hype de empresa preocupada com a causa - no cotidiano vemos muitas atitudes machistas, preconceituosas, comentários pejorativos que chegam a embrulhar o estômago e causar indignação extrema. Planos que mudam toda semana, dia a dia cheio de promessas maravilhosas e nada concretizado. Parece que vivem uma realidade paralela e absurda e ainda querem que os funcionários se passem de loucos. Precisa melhorar muito pra ser considerada ruim.",,,,,,
2201,18/03/2024 09:37:52,Iteris Consultoria e Software,"Desrespeito com funcionários que apresentam problemas de saúde mental, gestores de pessoas despreaparados e orientados a sempre dar razão para o cliente e nunca para o próprio funcionário, figuras na diretoria com frases, pensamentos e ações abusivas em diversos sentidos",,,,,,
2202,18/03/2024 11:25:59,Itpower,Gestão extremamente ruim,,,,,,
2203,18/03/2024 12:10:34,itpower,Dono/chefe é um ex militar que xinga/grita com todos.,,,,,,
2204,27/03/2024 15:57:16,Itpower,"São tantos... Mas vamos lá. Ele disse para um conhecido meu ""Você tem cara de quem vai morrer antes dos 28 anos de tiro"", disse para outro colega meu ""Você é a minha inspiração para correr de manhã"", fazendo uma sátira insinuando que ele está acima do peso, gritou com VÁRIAS pessoas la dentro, me chamou de filho da puta, falou para um funcionário la dentro que sempre que a esposa dele acorda, ela vira para o lado e olha para ele, ela vê um fracassado, chamou meu amigo de rato por faltar 1 dia por conta de questões de saúde... Se eu lembrar de mais alguma coisa eu conto aqui",,,,,,
2205,18/03/2024 16:15:32,ITS Brasil,Empresa não dá a devida atenção aos funcionários.,,,,,,
2206,27/03/2024 14:31:04,ITS Group,"A empresa é boa, porém alguns gestores que trabalham na mesma acabam promovendo pessoal com base em ""puxa saquismo"" e baba ovo, levando pessoas sem meritos a cargos de liderança. Alem de não valorizar pessoas que ja estão a anos ralando.",,,,,,
2207,27/03/2024 15:23:02,ITS Telecomunicações,"Empresa possui gestão toxica e amadora, gerem a empresa conforme a cultura da Fofoca, quem mais puxa o saco mais é promovido. Outro ponto negativo é que nunca fica ninguém no RH. Quem tenta promover um cultura de gente naquele lugar é derrubado por que não é puxa saco. O pior é que o setor nem gestor tem, quem cuida é o financeiro. Lugar de gente feliz é piada....",,,,,,
2208,27/03/2024 15:24:48,ITS Telecomunicações,"Tirou uma das melhores gestoras de RH por que ouvia as pessoas, era humana, era sorridente cuidava da gente. Resultado, a moça virou a página está trabalhando e continuamos ultrapassados. Lá não se pode sorrir, não se pode fazer interagir com o colega, lugar de gente infeliz",,,,,,
2209,27/03/2024 15:32:25,Ituran,"Empresa familiar, carga horária puxada. Trata terceiros como lixo, o gerente de desenvolvimento fica em casa jogando na steam enquanto resto do time tem que se matar pra entregar projeto",,,,,,
2210,27/03/2024 00:46:05,IVECO,Carga horária em excesso líderes tóxicos e despreparados,,,,,,
2211,27/03/2024 08:28:18,iW Inglês Sem Enrolação - Unidade Chácara Santo Antônio,"Ricardo o dono da unidade é um falso, racista e a empresa so serve de lavagem de dinheiro pra igreja dele",,,,,,
2212,27/03/2024 08:29:09,iW Inglês Sem Enrolação - Unidade Chácara Santo Antônio,"Pagam salario atrasado, nao depositam FGTS, acumulo de função e professores sem preparo. Ja vi professora chegar bebada pra dar aula (e ela era menor de idade)",,,,,,
2213,27/03/2024 08:31:08,iW Inglês Sem Enrolação - Unidade Chácara Santo Antônio,Cobram mais caro no valor dos livros pro Ricardo ficar com lucro - na minha epoca faltava agua e cafe pq o dono nao ia comprar. Dava bombom fora da data de validade pros alunos. Salas de aula minusculas e unidade cheia de barata e marimbondo,,,,,,
2214,27/03/2024 14:31:55,IXCSoft,"Nao recomendo para meu pior inimigo. Lideres despreparados, so cresce quem lambe o chefe e seus superiores. Horas extras mas sem pagamento. Arrume o sistema e seja demitido, mesmo com os ultimos feedbacks sendo positivos. Desorganizacao, Qualidade de codigo 0. Documentacao o pessoal passa longe. Gente que nao entende nada definindo arquitetura de produto. e pra finalizar assedio moral.",,,,,,
2215,25/03/2024 15:01:16,IZA,"Empresa robotizada focada apenas em entregas e trabalhos, consome sua saúde e qualidade de vida, horas extras não remuneradas. Desumanizada.",,,,,,
2216,27/03/2024 11:34:16,IZA Seguros,"Desorganizada, Sem Gestão de trabalho e de pessoas.",,,,,,
2217,25/03/2024 16:09:13,IZQ Comunicação,"Demandas com prazos impossíveis, ambiente tóxico disfarçado pelo discurso de ""inovação"" e de a experiência vale mais que o salário, assédio verbal e moral, atraso de salário, abuso psicológico, incentivo de práticas prejudiciais à saúde (dormir menos de 5 horas por dia a fim de ""crescer na vida""), pejotização",,,,,,
2218,27/03/2024 08:27:36,J.A CONTACT CENTER,"Paga pouco e explora muito, você só sobe de cargo se babar ovo (as vezes de forma literal) dos dono da empresa e coordenador, não adianta ter competência, são super machistas, metas ridículas em troco de uma folga ou de um pirulito. Além de que enganam os clientes.",,,,,,
2219,25/03/2024 19:49:30,J&T EXPRESS,"pagamentos errados, não pagava folgas nem adicional noturno, só trata bem quem é descendente de asiático",,,,,,
2220,27/03/2024 14:31:33,Jacobina Mineração e comercio,"Gerentes exploram os trabalhadores. nao existe meritocracia, basta ser amigo do chefe. se vc for diferente do que o chefe gosta, sera demitido. longas horas de trabalho",,,,,,
2221,27/03/2024 15:51:03,Jajannamsmsms,UauajjJjjIjJjzj,,,,,,
2222,27/03/2024 11:32:21,Jangadeiro,"empresa completamente solta. CEO da empresa aparece 1 ou 2 vezes no mes e nem sabe oq ta acontecendo. péssimos profissionais, muita gente melindrosa. a Diretora do jornalismo nao gosta de ser contrariada, ela grita e se acha uma celebridade. tem gente com cargo de diretor mas nao faz porra nenhuma.",,,,,,
2223,27/03/2024 14:50:01,Jazz Tecnologia e Soluções em Meios de Pagamentos LTDA,"Uma empresa que demite sem motivos, com cultura tóxica e sem plano de carreira. Você só cresce e continua empregado se for amiguinho da gestão!",,,,,,
2224,27/03/2024 06:45:44,Jbs,"Gestão desatualizada, sem conhecimento e valorizando os profissionais errados",,,,,,
2225,27/03/2024 13:57:58,JBS,tudo on premise,,,,,,
2226,27/03/2024 15:28:04,JBS,"Foi meu primeiro emprego, mudei de estado e me demitiram com menos de um mês pois tive crise de ansiedade. Enquanto estive lá, vi funcionário chorando por sofrer assédio moral, chefes tomando energético à tarde pra dar conta do serviço, trabalham até altas madrugadas, além de ser uma jornada 44h seg à sexta, costumam trabalhar sábados e acham saudável.",,,,,,
2227,27/03/2024 10:03:40,JBS Friboi,"Estão se lixando pro funcionário, se está com um nível de stress nas alturas, sobrecarga de trabalho e etc.",,,,,,
2228,27/03/2024 15:14:49,JCDecaux,diretor comercial causando burnout em metade da empresa,,,,,,
2229,18/03/2024 17:34:57,Jedis Tecnologia,"Demonstra uma cultura saudável e horizontal apenas nas redes sociais. No dia a dia da empresa a realidade é um ambiente onde a gestão não da justificativa para suas tomadas de decisão, com um ambiente onde predominam a voz do mais forte, sem espaço para opiniões e nem debate. A empresa tinha tudo para ser boa, mas a falta de capacitação do time de gestão compromete muito as relações. Com uma forte pressão para fazer as divulgações nas redes sociais e sem nada de efetivo na prática.",,,,,,
2230,18/03/2024 10:26:52,Jedis Tecnologia,"Gestão extremamente amadora, não dão espaço para o colaborador comunicar suas angústias, processos mal definidos, arrogância por parte da gestão e liderança",,,,,,
2231,18/03/2024 11:24:40,JET,"Pregam uma empresa justa e vertical, más no primeiro B.O os executivos cortam um grande percentual da empresa para se manterem vivos. Sequer usam estratégias para manter alguém já teve caso de 75% dos funcionários serem demitidos. Uma desumanidade total, sei que empresas precisam fazer isto. Más quando se trata de apenas deixar o executivo com grana no bolso é foda. Uma coisa é a vida da empresa outra coisa é ética moral de executivo.",,,,,,
2232,27/03/2024 12:33:46,JET,"São extremamente machistas! Cansei de ouvir dos gestores para não contratarem mulheres pois elas engravidam. As mulheres gestoras sofriam muito na mão de seus líderes, ao ponto até de controlarem se queriam engravidar ou não, um absurdo total. Outro ponto é que não promoviam internamente, principalmente as mulheres. Os líderes são totalmente despreparados, a maioria está na empresa à anos e só participa dos melhores projetos os que são puxa sacos destes líderes. Fora a quantidade absurda de layoffs. A JET tem mania de abrir muitas vagas e contratar por projetos, quando não tem mais verba mandam todo mundo embora sem preparo algum. Cobram absurdos dos funcionários e no dia seguinte te mandam embora. Fora obrigar profissionais de determinadas áreas a trabalhar de graça em projeto onde desenvolvedores homens recebiam muito como projeto extra.",,,,,,
2233,18/03/2024 11:39:31,Jettax - tecnologia e serviços on-line,"Todos submetidos a “gestão” do Evandro Mazzante. Ele além de tóxico, é visivelmente racista contra negros e pobres, frequentemente humilha seus funcionários os colocando em comparação de desempenho, utiliza palavras com tom de ironia e sempre demonstra desprezo pelos que estão em nível mais baixo das funções. Outro ponto, estraga todos os processos da empresa.",,,,,,
2234,27/03/2024 11:59:59,JGP Consultoria e Participações LTDA,"A empresa jaz imóvel, como se congelada nos confins dos anos 90. Seus processos são tão antiquados que chegam a ser risíveis, com o RH emergindo como a mais vergonhosa das figuras, liderado por uma indivídua manifestamente inadequada para o posto, cujo único talento reside em perseguir e humilhar os funcionários com voracidade. Descontos arbitrários em dias de atestado e feriados são praticados no vale-refeição, como se os direitos básicos dos trabalhadores fossem moedas de troca. Planos de saúde e outros benefícios são inexistentes, exceto pelo VR, justificando-se o salário mais elevado apenas como um esmago compensatório pela falta de vantagens que outras empresas forneceriam de forma padrão. O processo de contratação é obscuro, um enigma que até mesmo os mais astutos não conseguem decifrar. No ambiente de trabalho, a organização e a limpeza são conceitos tão distantes quanto a Terra é de Marte.",,,,,,
2235,27/03/2024 14:24:59,jj,jj,,,,,,
2236,27/03/2024 09:52:36,JJ Consulting,Paga mal em PJ e os coordenadores não tem nenhum conhecimento técnico,,,,,,
2237,27/03/2024 13:21:57,JK cafeteria e conveniência,Assédio moral,,,,,,
2238,27/03/2024 06:39:34,JMV Technology,"O patrão explora estagiarios em numero maior que permitido por lei com carga horaria maior ate que a do clt sindical, toma decisões tecnicas top-down sem o menor embasamento, grita com os funcionarios, e ainda força um contrato de 2 anos totalmente unilateral ao contratar. contrata apenas recem formados e oferece nada de carreira.",,,,,,
2239,27/03/2024 09:26:35,Jn Moura Sistemas de Gestão,"Falta de estrutura básica para trabalhar remoto, gestão antiga e conservadora, salários baixíssimos, acham que estão fazendo favor pelo remoto/presencial, quase 0 benefícios. É uma empresa boa para quem quer entrar na área de TI e ter a primeira experiência.",,,,,,
2240,27/03/2024 16:16:33,JNA TELECOM,"Dono tóxico, só fala gritando, nao gosta de pagar mas gosta de pedir. Produtos que são vendidos são USADOS e muitas vezes DEFEITUOSOS",,,,,,
2241,27/03/2024 12:49:16,JobHome,"Empresa totalmente desorganizada, faz os funcionários de palhaço e ainda não paga os benefícios certinho. Paga FGTS em atraso também",,,,,,
2242,27/03/2024 12:50:19,JobHome,"Empresa não é grande, mas é tão tóxica quanto as grandes.",,,,,,
2243,25/03/2024 20:13:33,JogoGlobal,"Salários bons, mas ambiente desorganizado, sem feedbacks, demandas absurdas, estimula bournout.",,,,,,
2244,27/03/2024 15:06:25,joyjet,"pagam super mal e exploram trabalhadores brasileiros para projetos franceses, esperam que voce trabalhe 24/7 e o PO é um arrogante do caralho",,,,,,
2245,27/03/2024 09:28:23,JR Motos,"Chefe tóxico, o legítimo ''velho que estaciona o carrão em 2 vagas'', xinga todos os funcionários, não respeita horário de intervalo. Desmotiva funcionários, grosso e ignorante.",,,,,,
2246,18/03/2024 09:06:42,JTP Datasolution,"Dev PJ Recebendo 2000 (""Pj para pagar mais"")",,,,,,
2247,27/03/2024 12:02:19,Juca Bala,Ruim,,,,,,
2248,18/03/2024 11:34:29,Jump label,Não sabem o que fazer quando acaba o projeto e demitem os funcionários,,,,,,
2249,27/03/2024 14:53:31,Junto Seguros,"Empresa com mentalidade 100% familiar, paga de tecnologica mas esta presa na idade da pedra. Bons funcionarios saem logo por perceber o barco afundando, outros bons funcionarios ficam apenas se não tem amor proprio ou impeto de ir para um lugar melhor. As metodologias ""ageis"" são livros carregados de baixo do braço como biblias, chamam de agilista pessoas sem a menor capacidade de lidar com pessoas, chegando a ser petulantes.",,,,,,
2250,18/03/2024 09:41:42,Juntos Somos Mais,"Duas demissões em massa em menos de um ano, coordenação totalmente despreparada, dia a dia caótico com muitas pressões e 'apagação de incêndio', desenvolvedores mais seniores/staffs são extremamente soberbos e 0 solícitos, processos internos muito bagunçados, alguns PO's muito perdidos e sofrendo uma pressão absurda para os problemas do dia a dia, empresa é guiada por outras 3 empresas maiores que determinam como tudo vai seguir e isso por si só já sabem o que pode dar né ?! Se as empresas maiores disserem A, fazemos A, se amanhã falarem B, vamos ter que mudar tudo e fazer B.",,,,,,
2251,26/03/2024 23:00:55,Juntos Somos Mais,"Para ser promovido você precisa puxar saco de todo mundo, ser exibido e subir a pé o Cristo Redentor",,,,,,
2252,26/03/2024 23:01:20,Juntos Somos Mais,vale alimentação muito baixo e liderança perdida,,,,,,
2253,26/03/2024 23:02:40,Juntos Somos Mais,"A qualquer momento você pode ser mandado embora, as decisões não são tomadas com transparência e você nunca sabe o que realmente está acontecendo",,,,,,
2254,26/03/2024 23:06:50,Juntos Somos Mais,Sofri ameaça de ser demitido se não fizesse tudo conforme a liderança queria,,,,,,
2255,27/03/2024 16:01:12,JuntoSeguros(Curitiba),"CEO JUNIOR, CTO BURRO, GERENCIA DESESPERADA POR PROMOÇÕES. Lotado de babão que produz um total de zero mas ganham promoção.",,,,,,
2256,27/03/2024 16:26:19,Juremas Águas Quentes,"Empresa com estrutura organizacional péssima, diretores fecham os olhos para todas as falhas existentes na empresa e se preocupam apenas com os lucros, pagam salários baixíssimos e exigem o máximo, alem claro dos inúmeros casos de desvios de função. A vários relatos e casos de colaboradores com crises de ansiedade e burnout ( já presenciei vários colaborares aos prantos em vestuários e até mesmo pelo corretores dos apartamentos). Hotel nem mesmo conta com uma área de descanso apropriada para seus colaboradores, as pessoas fazem seus horários de descanso sentadas no chão ou em papelão, alguns acordem super cedo para atender as demandas da empresa e para poder descansar por um momento dormem em bancos. Não existe sistema de valorização ou promoção, a não ser a do QI (quem indica)",,,,,,
2257,25/03/2024 19:56:38,JusBrasil,"Se acham start-up do vale do sicilio, cobram igual a fábrica de software e produzem igual a repartição pública",,,,,,
2258,23/03/2024 15:37:32,Jusbrasil,"Empresa que vende cultura dos sonhos, mas é gente pisando em cima de você com tom passivo agressivo e lá todo mundo antigo é parente, então a promoção por nepotismo é escancarado.",,,,,,
2259,18/03/2024 09:58:58,Just a little data,"Falta de compromisso, ghost em funcionários, falta de transparência, liderança fraca e covarde que deixa os funcionários expostos direto com o cliente",,,,,,
2260,27/03/2024 09:16:59,Justa Pagamentos,"Certamente, você pode acabar tendo um líder ruim e despreparado que faz parte do quadro de sócios sem nenhum motivo aparente. Isso pode acabar minando todo o propósito da empresa e desfazendo todas as crenças positivas que você já teve sobre ela. Além disso, provavelmente acabará com sua saúde mental, sofrerá assédio moral, quando estiver completamente esgotado e em uma situação difícil, podem acabar te demitindo sem uma justificativa ou feedback razoável, com um discurso que poderiam até usar numa promoção.",,,,,,
2261,27/03/2024 09:39:12,Justa Solucoes Financeiras,"Falar que a Justa e Injusta ja perdeu a graca, mas cara que ambiente infernal. So cresce la dentro quem e o queridinho do dono, tem pai milionario ou a head de mkt tem um caso. Mas cuidado com essa ultima parte, ela manda embora se terminar com ela ou ela enjoar mesmo. Bando de amadores em tudo que fazem, alem da falcatrua ne, nao sei como o MPT nao baixou la ainda por que foram obrigados a registrar todo mundo, dando um aumento pifio para compensar os descontos, mas os impostos nao recolhem. Alem de tudo coitado dos clientes, do nada tem valores milionarios congelados em suas contas, indevidamente. Poderia falar mais, mas o tempo vai mostrar a prisao deles no jornal.",,,,,,
2262,18/03/2024 11:36:05,K2 Solutions,Você vai para o cliente e não estão nem ai.,,,,,,
2263,18/03/2024 10:04:43,Kabum,Contrata profissional jr esperando xp de senior por um salario lixo..,,,,,,
2264,25/03/2024 19:33:52,Kabum,"pagam altos salários para os jogadores, mas nós que somos funcionários, qualquer coisinha querem descontar do salário.",,,,,,
2265,27/03/2024 08:01:52,Kabum,"O gerente de marketing da parte de esports é um dos caras mais repugnantes que já trabalhei, ele trata as pessoas com desdém igual fazia nos times antigos em que trabalhava, e o assistente dele é um puxa saco dos grandes. piores pessoas pra se trabalhar junto",,,,,,
2266,27/03/2024 14:14:55,Kabum,"Para subir de cargo não é necessário vc ter novas habilidades, mesmo vc se esforçando, vc só recebe aumento de cargo caso alguém acima de vc sair da empresa. Estou 3 anos como Junior já, atuo como Pleno. A empresa já reconheceu que estou no cargo errado, mesmo assim não aumentam meu cargo. Os valores de VR são ridículos, não da pra almoçar nem durante 1 semana. A localização da empresa é péssima, fica numa cidade afastada, com transporte publico péssimo para chegar de outra cidade. Prometeram bonus de 50% do salário para todos os funcionários, chegou no dia eles inventaram um monte de desculpas para não pagar. Na empresa só ganha aumento quem é puxa saco. Aplicaram metas na empresa e agora estão um puxando o tapete do outro para bater meta. Dentro da empresa, as pessoas são metidas e só quem status lá dentro consegue destaque.",,,,,,
2267,27/03/2024 14:17:25,Kabum,"O VR da empresa é péssimo e não existe nenhum PLR, horário fixo das 8 as 18, empresa de tecnologia que pensa como uma empresa arcaica",,,,,,
2268,27/03/2024 14:20:19,Kabum,"beneficios ruins, trabalho escravo onde te obrigam trabalhar até de fim de semana por falta de planejamento das áreas e não pagam hora extra",,,,,,
2269,27/03/2024 14:21:47,Kabum,"Ida ao escritório obrigatória para fazer todas as reuniões no meet, escritório tem estrutura péssima e cada vez que precisamos pegar elevador demoramos 10 min esperando",,,,,,
2270,27/03/2024 14:22:27,kabum,no escritório as pessoas te tratam como lixo ninguém olha na sua cara,,,,,,
2271,27/03/2024 14:27:50,KABUM,"A empresa não para de perder gente boa, por falta de reconhecimento! as pessoas entram aqui e vão embora por perceberem que aqui é apenas uma empresa degrau vc entra e sai e não faz carreira aqui dentro",,,,,,
2272,27/03/2024 14:30:43,Kabum,Empresa promete bonus pra vc trabalhar empenhado e depois que lucrou horrores falaram que não iam pagar,,,,,,
2273,27/03/2024 14:33:22,Kabum,Eles dão um cartão refeição que só passa em SP e eu sou de fora de estado não consigo usar,,,,,,
2274,27/03/2024 14:42:41,Kabum,"As meninas da empresa são colegas de trabalho só de quem é loiro de olho azul o resto elas tratam igual lixo, nem parece que o assunto é profissional",,,,,,
2275,27/03/2024 14:43:25,Kabum,É boa empresa pra se trabalhar mas são ruins em reconhecimento e em beneficios o restante é show,,,,,,
2276,27/03/2024 14:44:21,Kabum,a empresa fica dentro de um shopping e não tem estrutura para isso pois fica apertado,,,,,,
2277,27/03/2024 14:45:24,KABUM,"quando vc erra toma bronca de todo mundo, é exposto, passa vergonha. quando acerta ninguém reconhece",,,,,,
2278,27/03/2024 14:48:28,kabum,"O único benefício bom é o Gympass o restante é ruim: VR parece esmola, Plano Odontologico não é aceito fora de limeira e plano de saúde caro",,,,,,
2279,27/03/2024 14:49:06,kabum,A EMPRESA SIMPLESMENTE NÃO AVISA QUANDO VC TEM QUE ENVIAR A CARTA AO SINDICATO E VC FICA PAGANDO O ANO INTEIRO POR CAUSA DA PRÓPRIA EMPRESA,,,,,,
2280,27/03/2024 14:52:13,kabum,Empresa é uma das maiores varejistas de tecnologia do BR e não tem NENHUM desconto exclusivo para funcionários,,,,,,
2281,27/03/2024 14:53:27,KABUM,horário de trabalho é ruim das 8 as 18 não tem flexibilidade nenhuma,,,,,,
2282,27/03/2024 14:55:17,kabum,tenho que ir para o escritório todo dia para ficar em reunião online o dia todo (podia fazer isso de casa),,,,,,
2283,27/03/2024 14:57:33,Kabum,"Não tem trilha de carreira e não tem projeção nenhuma de onde posso chegar, é como correr vendado",,,,,,
2284,27/03/2024 14:58:55,Kabum,"O VR é muito ruim, não chega durar 1 semana e comparado com o mercado está muito abaixo",,,,,,
2285,27/03/2024 14:59:51,Kabum,"Empresa pouco diversa, quase não tem pessoas pretas na empresa",,,,,,
2286,27/03/2024 15:01:50,Kabum,Precisam valorizar pessoas que merecem remunerando melhor,,,,,,
2287,27/03/2024 15:02:43,kabum,"empresa paga salário proporcional a limeira que tem custo de vida mais barato, VR é baixo até mesmo para essa cidade, e a maioria das pessoas são de fora de lá",,,,,,
2288,27/03/2024 14:46:39,KaBuM,depois que o magalu comprou a empresa melhorou mas ainda tem muita gente que pensa antigo e a cultura não muda,,,,,,
2289,18/03/2024 09:41:56,Kabum S.A,"Falta de gestão, péssimo ambiente de trabalho com muito corporativismo e hierarquias, VR não paga um almoço na cidade, proposta na contratação diferente da realidade",,,,,,
2290,27/03/2024 14:29:43,KaBuM!,"empresa mandou embora 2 áreas inteiras apenas pq não viam mais necessidade e não realocaram as pessoas, mandaram todo mundo embora mesmo tendo vagas em aberto para as mesmas funções que demitiram",,,,,,
2291,26/03/2024 22:32:19,Kaizen,"Salários baixos, pagam mais pra pessoas que nem tem estudo ou experiência de mercado, cobranças exageradas, dizem que se você quer aumento ""precisa provar que merece"", assédio moral, cobram as funções operacionais como se fossem gestores, tudo muito focado no CEO que é um desorganizado",,,,,,
2292,27/03/2024 14:26:12,Kanastra,Jornadas de trabalho abusivas + de 14 horas por dia.,,,,,,
2293,27/03/2024 14:27:14,Kanastra,"Gerencia abusiva, CTO manda desenvolvedor tomar no cu e chama de IMBECIL. Prometem bônus exorbitante, definem as regras e depois mudam tudo pra não pagar ninguém. Metas irreais, cultura péssima e mentirosa. Dizem ser transparentes e mentem e não cumprem o prometido. Abuso atrás de abuso, fora a grosseria. No meu caso sou PJ e exigem horas extras não remuneradas, microgerenciamento e uma lista sem fim de problemas, não indico nem pro meu pior inimigo.",,,,,,
2294,27/03/2024 14:31:59,Kanastra,"HEAD de tecnologia, ofende funcionários em canais publicos do slack.",,,,,,
2295,27/03/2024 14:57:44,Katia,Conhecimento,,,,,,
2296,27/03/2024 10:49:50,Kavak,"Empresa desumana, nao valorizam os colaboradores, descontos alusivos de salario, lideres despreparados, tratam as pessoas como numeros, e nao como pessoas.",,,,,,
2297,18/03/2024 11:01:25,KCS IT,"Enganam brasileiros pra trabalhar no exterior e pagam eles não só abaixo do mercado europeu, como abaixo do próprio mercado brasileiro.",,,,,,
2298,25/03/2024 19:24:04,Keeggo,"Fiz entrevista para essa empresa, além dos benéficos serem péssimos, eles ofereceram na cara dura um salário muito mais baixo para o mesmo cargo, a única diferença eu sou mulher e o cara que recebeu a proposta era homen, detalhe que eu tenho muitos a anos de experiência e o cara só tem 2 anos.",,,,,,
2299,25/03/2024 19:25:16,Keeggo,"Salário muito a baixo do mercado, fazem diferenciação se é mulher ganha menos, convênio de coparticipação vc tem que pagar 780 reais. Um absurdo a forma com que é tratado.",,,,,,
2300,27/03/2024 16:19:05,Keevo Software,"CEO contrata funcionários não sei pra que, se acha formado em todas as áreas e em vez de fazer o que é estrategicamente certo, temos q fazer oq ele quer e depois quando dá errado, a culpa é da equipe. Líderes que chegaram no cargo sabe-se lá como pq tem zero conhecimento dos setores que gerenciam, brigas de ego, gente tentando (e conseguindo) derrubar os outros, RH posa de preocupado com o funcionário mas ignora todas as sugestões de melhorias. Tem casos de assédio (de todos os tipos), burnout, a lista é extensa.",,,,,,
2301,27/03/2024 13:42:38,Kelly Guedes Advogados,"A dona é uma dondoca que acha que sabe tudo sobre tudo, quer ensinar as áreas a trabalharem, independente se é algo que ela conhece ou apenas acha que sabe, exige muito e paga pouco. Escondem a má gestão na clássica ""isso é mais que uma equipe, é uma família"", mas é um absurdo atrás de outro.",,,,,,
2302,18/03/2024 13:12:30,Kenlo,"Simplesmente tudo, em especial a liderança",,,,,,
2303,27/03/2024 13:42:21,Kenlo,"Diretoria extremamente tóxica, monitoram os computadores com o Time Doctor para controlar principalmente o tempo trabalhado. Cargos de liderança sao dadosa pessoas sem qualificação na base do pucha saco.",,,,,,
2304,27/03/2024 09:08:39,Kenvue,"Empresa onde não preza pela ciência, demitindo funcionários com experiência profunda com seus produtos (cosméticos em geral) apenas por questões de networking e não os repondo, deixando profissionais pouco capazes para gerenciar marcas iconicas do mercado.",,,,,,
2305,27/03/2024 09:13:20,Kenvue,"Empresa que herdou os valores da Johnson & Johnson porém não mais os coloca em prática, tendendo a um ambiente tóxico e onde relacionamentos internos são colocados acima de entregas importantes para a empresa.",,,,,,
2306,18/03/2024 12:19:52,Kinghost,"Falta de respeito com colaborados, layoff mascarado, falta de oportunidades, promessas nunca cumpridas",,,,,,
2307,18/03/2024 12:39:30,KingHost,"Empresa com péssima gestão, briga de ego e poder, sempre priorizando os interesses da gestão, nunca dos clientes ou funcionário, imagem é tudo para a gestão dessa empresa",,,,,,
2308,25/03/2024 16:50:20,Kiwify,"Uma das empresas mais tóxicas de se trabalhar. Onde o dono que odeia contato com qualquer tipo de pobre, se mete em todos os processos atormentando todos os seus funcionários. O canal de comunicação interno da empresa é utilizado para os mais variados tipos de ofensas e diminuição, como: 'Burro, incompetente, idiota, cego, lento"" e por aí vai... O salário e benefícios que são bons, tentam disfarçar o inferno que é estar nessa empresa e conviver com a pessoa mais escrota de todas.",,,,,,
2309,27/03/2024 13:46:01,Kiwify,Artur Ribas é um baita de um pau no cu,,,,,,
2310,25/03/2024 15:48:07,Klabin,"Do dia para noite foi de 100% home office para 100% presencial, 250 demissões voluntarias (maior layoff voluntario dos ultimos anos sendo acobertado) Gestão ruim, comunicação com gestão pior ainda, 0 feedbacks. Isso é a Klabin.",,,,,,
2311,26/03/2024 22:40:06,Klabin,"CTO fez uma RFP para parceiro de quase todos contratos de TI, coincidentemente ganhou a empresa que atendia ele na ultima empresa onde ele trabalhou",,,,,,
2312,27/03/2024 07:15:23,Klabin s.a.,"Expões funcionários ao risco, mão de obra terceira não tem valor",,,,,,
2313,18/03/2024 21:38:08,Knewin,"Abuso de poder, passada de pano para diretoria machista, salários abaixo de mercado, ignoram burnout, humanização 0",,,,,,
2314,25/03/2024 17:37:00,KNN,"Hora/Aula 10 conto, super exploração do professor, muito trabalho, pouco dinheiro, pouco suporte ao professor",,,,,,
2315,27/03/2024 15:27:47,Komprão Kock Atacadista,Empresa que só valoriza o funcionário que baba ovo da liderança,,,,,,
2316,18/03/2024 10:32:54,KPMG,Gestores ruins. A empresa é ótima mas não cuidam dos gestores.,,,,,,
2317,27/03/2024 10:57:29,KPMG,"Desde o primeiro dia fui negligenciado nessa empresa, prega que não devemos trabalhar além do horário mas as metas e volume de trabalho torna impossivel não trabalhar fora do horário (imagino que pra não pagar hora extra) não houve trato humanizado, se vira com sua meta",,,,,,
2318,27/03/2024 14:55:58,KPMG,Gestores imaturos. Estão no cargo só porque puxaram saco dos superiores.,,,,,,
